1,1,1,1,1,1,1,1,1,1
2,2,2,1,1,1,1,1,1,1
1,1,2,1,1,1,1,1,1,1
1,1,1,2,1,1,1,1,1,1
1,1,1,2,2,2,2,2,2,1
1,1,1,2,2,2,2,2,2,1
1,1,1,2,2,2,2,2,2,1
1,1,1,2,2,3,2,2,3,1
1,1,1,2,2,2,2,2,2,1
1,1,1,2,2,2,2,2,2,1
1,1,1,2,2,2,2,2,2,1
1,1,1,2,2,2,2,2,2,1
1,1,1,2,2,2,2,2,2,1
1,1,1,2,2,2,2,2,2,1
2,3,3,3,3,4,3,3,4,2
2,3,3,3,3,4,3,3,4,2
2,2,4,4,4,5,4,4,5,1
2,2,4,4,4,3,4,5,6,1
2,2,4,4,4,3,4,5,6,1
2,2,4,4,4,5,4,4,5,1
2,2,4,4,4,5,4,4,5,1
2,2,4,4,4,3,4,5,6,1
2,2,4,4,4,5,4,4,5,1
2,2,4,4,4,5,4,4,5,1
2,2,4,4,4,3,4,4,5,1
2,2,4,4,4,3,4,4,5,1
2,2,4,4,4,3,4,4,5,1
2,2,4,4,4,5,4,4,5,1
2,2,4,4,4,5,4,4,5,1
2,3,3,3,3,4,3,3,4,2
2,3,3,3,3,4,3,3,4,2
3,3,5,3,3,6,3,3,4,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,8,2
3,3,5,5,3,6,3,3,7,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,6,8,6,6,8,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
2,2,3,7,7,9,7,7,10,2
3,3,5,8,7,9,7,8,10,2
2,3,3,3,7,9,7,7,10,2
2,2,4,3,7,9,7,7,10,2
2,2,4,4,7,5,8,7,10,1
2,2,4,4,7,5,8,7,10,1
2,2,4,3,7,5,8,7,10,1
2,2,4,3,7,5,8,9,4,1
2,2,4,4,4,5,4,4,5,1
2,2,4,3,7,5,8,9,4,1
2,2,4,3,7,5,8,9,4,1
2,2,4,4,4,5,4,4,5,1
2,2,4,4,4,5,4,4,5,1
2,2,4,4,4,5,4,4,5,1
3,3,5,5,8,10,9,10,11,2
3,4,6,6,8,10,9,10,11,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
2,3,5,3,3,6,3,3,4,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,3,5,5,3,6,3,3,7,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,11,12,2
3,4,6,6,5,7,5,11,12,2
3,4,6,6,5,7,5,11,12,2
3,4,6,6,5,7,5,11,12,2
3,4,6,6,5,7,5,11,12,2
3,4,6,6,5,7,5,11,12,2
3,4,6,9,8,10,9,10,13,2
3,4,6,9,8,10,9,10,13,2
3,4,5,9,8,10,9,10,13,2
3,3,5,9,8,10,9,10,13,2
3,3,5,9,8,10,9,10,13,2
3,3,5,9,8,10,9,10,13,2
3,3,5,9,8,10,9,10,13,2
3,4,5,9,8,10,9,10,13,2
3,3,5,5,8,6,10,12,14,2
3,3,5,5,8,10,9,10,13,2
3,3,5,9,8,10,9,10,13,2
3,3,5,5,8,6,10,12,14,2
3,4,5,9,8,10,9,10,13,2
3,3,5,5,8,6,10,12,14,2
3,4,6,6,5,10,11,10,13,2
3,4,6,9,8,10,9,10,13,2
3,3,5,5,8,6,10,12,14,2
3,3,5,5,8,6,10,12,14,2
3,3,5,5,8,6,10,12,14,2
3,3,5,5,3,6,10,12,14,2
3,3,5,5,8,6,10,12,14,2
3,3,5,5,3,6,10,12,14,2
3,3,5,3,7,6,10,12,14,2
3,3,5,5,3,6,10,12,14,2
3,3,5,5,3,6,10,12,14,2
3,3,5,5,8,10,9,10,15,2
3,3,5,5,8,6,10,12,14,2
3,4,6,9,8,10,9,10,13,2
3,3,5,5,3,6,10,12,14,2
3,4,6,9,8,10,9,10,11,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,11,12,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,11,12,2
3,4,6,6,5,7,5,6,9,2
3,4,6,6,5,7,5,11,12,2
3,4,6,6,5,7,5,11,12,2
3,4,6,6,5,7,5,11,12,2
3,4,6,6,5,7,5,11,12,2
3,4,6,6,5,7,5,11,12,2
