1,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,2,1
1,2,2,2,3,3,3,3,3,1
1,1,1,1,2,2,2,2,2,1
1,1,1,1,2,2,2,2,2,1
1,1,1,1,2,2,2,2,2,1
2,3,3,3,4,4,4,4,4,2
1,1,1,1,5,1,5,5,5,1
3,3,3,3,4,4,4,4,4,2
2,3,3,3,4,4,4,4,4,2
4,4,3,3,4,4,4,4,6,1
1,3,3,4,4,5,1,1,1,1
4,4,4,5,6,6,6,6,7,1
4,4,4,6,7,7,7,7,6,1
4,4,4,6,7,8,7,8,8,1
1,1,1,1,5,1,5,9,5,1
1,2,2,2,3,9,3,10,3,1
1,1,1,1,5,1,5,5,5,1
4,4,3,3,4,4,4,4,6,1
4,1,1,1,5,1,5,5,5,1
1,1,1,1,2,2,2,2,2,1
1,1,3,4,4,5,1,1,1,1
4,1,1,1,5,1,5,5,5,1
4,1,1,6,8,1,1,5,6,1
1,2,2,2,3,9,3,10,3,1
4,4,3,3,4,4,4,4,4,1
1,3,3,3,4,4,4,4,9,1
1,1,1,1,5,10,8,2,2,1
1,1,1,1,2,2,2,2,2,1
1,3,2,3,3,9,3,10,10,1
1,1,1,1,2,2,2,2,2,1
4,4,4,6,8,8,9,8,6,1
4,1,1,1,5,1,5,5,5,1
1,1,1,1,5,1,5,11,11,1
1,1,1,1,2,2,2,2,2,1
4,4,3,6,4,8,9,8,6,1
4,4,3,6,4,8,9,8,6,1
1,1,1,1,5,1,5,5,5,1
4,1,1,1,5,1,5,5,12,1
4,4,1,6,9,8,9,8,12,1
4,1,1,1,5,1,5,5,13,1
4,1,1,1,5,1,5,5,12,1
1,1,1,1,2,2,1,2,2,1
1,1,1,1,5,1,5,5,5,1
4,4,4,6,7,7,7,7,8,1
4,4,4,6,4,8,9,8,6,1
4,1,1,1,5,1,5,5,13,1
1,3,3,3,4,4,4,4,4,1
1,1,1,1,5,1,5,5,5,1
1,3,5,3,3,4,3,10,10,1
1,1,2,1,5,10,8,12,2,1
1,1,1,1,5,1,5,5,5,1
1,1,1,1,5,1,8,5,2,1
4,4,4,6,7,7,7,7,8,1
4,4,4,6,7,7,7,7,8,1
1,1,1,1,5,1,5,5,5,1
1,3,3,3,4,4,4,4,4,1
4,4,4,6,4,8,9,8,6,1
1,1,1,1,5,1,5,5,5,1
4,4,4,6,8,8,9,8,6,1
1,1,1,1,2,2,2,2,11,1
1,1,1,1,5,1,5,5,5,1
4,4,4,6,7,7,7,7,8,1
4,1,1,1,5,1,5,5,13,1
1,1,1,1,2,2,2,2,2,1
4,4,4,6,7,8,7,8,8,1
1,2,2,2,2,3,2,3,14,1
4,4,4,6,7,8,10,8,13,1
4,4,4,6,7,7,7,7,8,1
1,1,1,1,5,1,5,5,5,1
1,1,1,1,2,2,2,2,2,1
1,1,1,1,2,2,2,2,2,1
4,4,4,6,7,7,7,7,8,1
4,4,4,6,7,7,7,7,15,1
1,1,1,1,5,1,5,5,5,1
1,2,2,2,3,3,11,13,14,1
1,2,2,2,3,3,2,3,14,1
1,1,1,1,2,2,1,2,16,1
1,1,1,1,2,2,2,2,2,1
3,3,3,3,3,4,3,10,10,2
4,4,4,6,7,7,7,7,15,1
1,1,1,1,2,2,2,2,2,1
1,3,3,3,10,4,4,4,11,1
4,4,3,6,4,8,9,8,6,1
1,1,1,1,5,1,5,5,5,1
1,1,1,1,5,1,1,5,12,1
1,1,1,1,5,1,5,5,5,1
4,1,1,1,5,1,5,5,13,1
1,1,1,1,5,1,5,5,5,1
4,1,1,1,5,1,5,5,13,1
4,4,4,6,8,8,10,8,13,1
4,4,4,6,4,8,9,8,1,1
4,4,4,6,7,7,7,7,15,1
1,1,1,1,2,2,2,2,2,1
1,1,1,1,5,1,5,5,5,1
4,4,4,6,7,8,7,8,6,1
1,1,1,1,5,10,8,5,17,1
4,1,3,3,4,4,4,4,1,1
1,1,1,1,9,1,5,5,12,1
2,5,6,7,6,6,6,6,7,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
2,6,6,7,11,11,12,14,18,2
