1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,1
1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,1
1,1,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,3,2,1
1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,3,2,1
1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,2,3,3,2,1
1,1,1,1,1,1,2,2,2,2,2,2,3,3,2,2,3,3,2,1
1,1,1,1,1,2,2,3,2,2,2,3,3,3,3,3,3,4,3,1
1,1,1,2,2,2,2,3,2,2,3,3,4,3,3,3,3,4,3,1
1,1,2,2,2,2,2,3,2,2,3,3,4,4,3,3,4,5,4,1
1,1,2,2,2,2,2,3,2,2,3,3,4,4,3,3,4,5,4,1
1,2,2,2,2,2,2,3,3,3,4,4,5,5,4,4,5,6,5,1
1,2,2,2,2,3,3,4,4,3,4,4,5,5,4,4,5,6,5,1
1,2,2,2,2,3,2,5,4,3,3,5,6,5,5,5,6,7,6,1
2,2,2,2,2,3,3,5,4,3,4,4,5,5,4,4,5,6,5,1
2,2,2,2,2,3,3,5,4,3,4,5,5,5,4,5,5,6,5,1
2,2,2,2,2,3,3,5,4,3,5,5,7,6,5,5,5,7,7,1
2,2,3,2,3,3,3,5,4,4,5,5,7,6,5,5,5,7,7,1
2,2,3,3,4,3,3,6,5,5,4,6,8,7,6,6,7,8,8,1
2,2,3,3,5,4,4,6,5,6,4,6,8,7,6,6,7,8,8,1
2,2,3,3,4,5,4,6,5,5,6,6,8,7,6,6,7,9,8,1
2,2,3,3,4,5,5,7,6,5,6,7,9,8,7,7,7,9,8,1
2,2,3,3,4,5,5,7,6,5,6,7,9,8,7,7,7,9,9,1
2,3,3,3,4,5,5,7,6,5,6,7,9,8,7,7,7,9,9,2
2,3,3,3,4,5,5,7,6,5,6,7,9,8,7,7,7,9,9,2
2,3,3,3,4,5,5,7,6,5,6,7,9,8,7,7,7,9,9,2
2,3,3,3,4,5,5,7,6,5,6,7,9,8,7,7,7,9,9,2
2,3,3,4,4,5,5,7,6,7,6,7,9,8,7,7,8,10,9,2
2,3,3,4,4,5,5,7,7,7,7,7,9,8,7,7,8,10,9,2
2,3,4,4,6,6,6,8,7,7,7,8,10,9,8,8,8,10,10,2
2,3,4,4,6,6,6,8,7,7,7,8,10,9,8,8,8,11,10,2
2,3,4,4,6,6,6,8,7,7,7,8,10,9,8,8,8,11,10,2
3,3,4,5,6,6,6,8,7,7,7,8,10,9,8,8,8,11,10,2
3,3,4,5,6,7,7,9,7,7,7,8,10,9,8,8,8,11,11,2
3,3,4,6,6,7,7,9,7,8,7,9,10,9,8,9,9,11,11,2
3,3,5,6,7,8,8,10,8,9,8,10,11,10,9,9,10,12,12,2
3,3,5,6,7,8,8,10,8,9,8,10,11,10,9,9,10,12,12,2
3,4,5,6,7,8,8,10,8,9,8,10,11,10,9,9,10,12,12,2
3,4,5,6,7,8,8,10,8,9,8,10,11,10,9,9,10,12,12,2
3,4,6,6,7,8,8,10,9,9,9,11,11,10,10,9,10,12,12,2
3,4,6,6,7,8,8,10,8,9,8,10,11,10,9,9,10,12,12,2
3,4,6,6,7,8,8,10,9,9,9,12,12,10,11,9,10,12,12,2
3,4,6,7,8,9,9,11,9,10,9,13,12,11,11,10,11,13,13,2
3,4,6,7,8,10,9,12,9,10,9,13,12,11,11,10,11,13,13,2
3,4,6,7,8,10,9,12,10,10,10,14,13,11,12,11,12,14,13,2
3,4,6,7,8,10,9,12,10,10,10,14,13,12,12,11,12,14,13,2
3,4,6,7,8,10,9,12,10,10,10,14,13,12,12,11,12,14,14,2
3,4,6,7,8,10,9,12,10,10,10,14,13,12,12,11,12,14,15,2
3,4,6,7,8,10,9,12,10,10,10,14,13,12,12,11,12,14,15,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,12,2,2,2,1
1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,1
1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,1
1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,3,2,1
1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,3,2,1
1,1,1,1,1,1,2,2,2,2,2,2,3,3,2,2,3,3,2,1
1,1,1,1,1,2,2,2,2,2,2,3,3,3,13,2,3,15,2,1
