1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,2,1,2,1,1
2,1,1,1,1,1,2,2,2,2,1
2,1,2,2,2,2,3,2,2,2,1
2,1,2,2,2,2,3,2,3,2,1
2,2,2,2,2,2,3,3,4,3,2
2,1,2,2,2,1,2,2,2,2,1
2,1,2,2,2,2,3,2,3,2,1
2,2,2,2,2,2,3,3,4,3,2
2,1,2,2,2,2,3,3,4,3,1
2,2,2,2,2,2,3,3,4,3,2
2,2,2,2,2,2,3,3,4,3,2
2,2,3,3,3,3,4,3,5,4,2
2,2,3,3,3,3,4,3,5,4,2
3,2,3,3,3,3,4,4,6,5,2
3,2,3,3,3,3,4,4,6,5,2
2,2,3,3,3,3,4,3,5,4,2
2,2,3,3,3,3,4,4,6,5,2
2,2,2,2,2,2,3,3,5,3,2
3,2,3,3,3,3,4,4,6,5,2
2,2,3,3,3,3,4,4,5,4,2
3,2,3,3,3,3,4,4,6,5,2
3,2,3,3,3,3,4,4,6,5,2
3,2,3,3,3,3,4,4,6,5,2
3,2,3,3,3,3,4,4,6,5,2
3,2,3,3,3,3,4,4,6,5,2
3,3,3,4,4,4,5,5,7,6,2
3,3,4,4,4,5,6,6,8,7,2
3,3,4,4,4,5,6,5,8,8,2
3,3,4,4,4,5,6,6,8,7,2
3,3,4,4,4,5,6,5,8,8,2
3,3,4,4,4,5,6,6,8,7,2
3,3,4,4,4,5,6,6,8,7,2
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,3,3,4,3,2
3,3,3,3,3,4,5,5,7,6,2
3,3,4,4,4,5,6,6,8,7,2
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,7,7,8,10,10,1
1,4,5,5,5,7,8,8,10,10,1
1,4,5,5,5,7,8,8,10,10,1
1,4,5,5,6,8,9,9,10,11,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,6,7,9,9,10,11,1
1,4,5,5,6,8,9,9,10,11,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,9,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,4,1,6,6,8,9,10,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
2,1,2,2,2,1,2,2,2,2,1
1,4,5,5,5,6,7,7,9,10,1
1,4,5,5,5,6,7,11,9,10,1
1,4,5,5,5,7,8,8,10,10,1
1,4,5,5,6,8,9,9,10,11,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,9,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,4,1,6,6,8,9,10,11,12,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,1,6,6,8,9,10,11,12,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
2,1,2,2,2,2,3,2,2,2,1
1,1,1,1,1,1,2,1,2,1,1
2,1,2,2,2,2,3,3,3,2,1
2,2,2,2,2,2,3,3,4,3,2
2,2,2,2,2,2,3,3,4,3,2
2,2,2,2,2,2,3,3,4,3,2
2,2,2,2,2,2,3,3,5,3,2
3,2,3,3,3,4,5,4,6,6,2
3,3,4,4,4,5,6,6,8,7,2
3,3,4,4,4,5,6,6,8,7,2
3,3,4,7,7,9,10,12,12,13,2
3,3,4,7,7,9,10,12,12,13,2
3,3,4,7,7,9,10,12,12,13,2
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,9,1
1,4,5,5,5,6,7,7,9,10,1
1,4,5,5,5,7,7,8,10,10,1
1,4,5,5,6,7,9,9,10,11,1
1,4,5,5,5,7,8,8,10,10,1
1,4,5,5,5,7,8,8,10,10,1
1,4,5,5,5,7,8,8,10,10,1
1,4,5,5,5,7,8,8,10,10,1
1,4,5,5,6,7,9,9,10,11,1
1,4,5,5,6,7,9,9,10,11,1
1,4,5,5,6,8,9,9,10,11,1
1,4,5,5,6,8,9,9,10,11,1
1,4,5,5,6,8,9,9,10,11,1
1,4,5,5,6,8,9,9,10,11,1
1,4,5,5,6,8,9,9,10,11,1
1,4,5,5,6,8,9,9,10,11,1
1,4,5,5,6,7,9,9,10,11,1
1,4,5,5,6,8,9,9,10,11,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,1,1,1,1,10,1,11,1,14,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,4,5,5,6,8,9,10,11,12,1
1,4,1,6,6,8,9,10,11,12,1
1,1,1,1,1,10,1,10,13,14,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,2,1,1,1,1
2,2,2,2,2,2,3,3,4,3,2
2,2,2,2,2,2,3,3,5,3,2
3,3,3,4,4,4,5,5,7,6,2
3,2,3,3,3,3,4,4,6,5,2
3,2,3,3,3,3,4,4,6,5,2
3,2,3,3,3,3,4,4,6,5,2
3,2,3,3,3,3,4,4,6,5,2
3,3,4,4,4,5,6,5,7,8,2
2,2,3,3,3,3,4,4,6,5,2
3,3,3,3,3,4,5,5,7,6,2
3,3,4,4,4,4,5,5,7,6,2
3,3,4,4,4,5,6,5,7,8,2
3,3,4,4,4,5,6,6,8,7,2
3,3,3,3,3,4,5,5,7,6,2
3,3,4,4,4,5,6,6,8,7,2
3,3,4,4,4,5,6,6,8,7,2
3,3,4,4,4,5,6,6,8,7,2
3,3,4,4,4,5,6,6,8,7,2
3,3,4,4,4,5,6,6,8,7,2
