1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,2,2,2,2,2,1
1,1,1,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,3,1
2,2,3,3,3,3,3,4,2
2,2,3,4,4,4,4,5,2
3,3,4,5,5,5,5,6,2
2,3,4,4,4,4,4,5,2
2,2,3,4,4,4,4,5,2
2,2,3,4,4,4,4,5,2
2,2,3,4,4,4,4,5,2
3,3,4,5,5,6,6,7,2
3,4,5,5,5,5,5,6,2
3,4,5,5,5,5,5,6,2
3,3,4,5,5,5,5,6,2
3,3,4,5,5,6,6,7,2
2,2,3,4,4,4,4,5,2
2,2,3,4,4,4,4,5,2
2,2,3,3,3,3,3,4,2
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
2,2,3,3,3,3,3,4,1
2,2,3,3,3,3,3,4,2
2,2,3,4,4,4,4,5,2
2,2,3,3,3,3,3,4,2
2,2,3,4,4,4,4,5,2
2,2,3,3,3,3,3,4,2
1,1,2,2,2,2,2,3,1
1,1,2,2,2,2,2,3,1
1,1,2,2,2,2,2,3,1
1,1,2,2,2,2,2,3,1
1,1,2,2,2,2,2,3,1
2,2,3,4,4,4,4,5,2
2,2,3,4,4,4,4,5,2
3,3,4,5,5,6,6,7,2
3,3,4,5,5,5,5,6,2
3,3,4,5,5,6,6,7,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,4,5,5,5,5,5,6,2
3,3,4,5,5,6,6,9,2
3,3,4,5,5,5,5,6,2
3,3,4,5,5,5,5,6,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,4,5,5,5,5,5,6,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,3,4,5,5,5,5,6,2
3,3,4,5,5,6,8,9,2
2,2,3,4,4,4,4,5,2
2,3,4,4,4,6,6,7,2
3,3,4,5,5,6,6,9,2
3,4,5,5,5,5,5,6,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,4,5,5,5,5,5,6,2
3,4,5,5,5,5,5,6,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,4,5,5,5,5,5,6,2
3,3,4,5,5,6,6,7,2
3,3,4,5,5,6,6,7,2
3,3,4,5,5,6,6,9,2
3,4,5,5,5,5,5,6,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,4,5,5,5,5,5,6,2
3,4,5,5,5,5,5,6,2
3,4,5,6,6,7,7,10,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,3,4,5,5,5,5,6,2
3,3,4,5,5,6,6,7,2
2,3,4,4,4,6,6,7,2
3,3,4,5,5,6,6,7,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,4,5,6,6,7,7,8,2
3,4,5,5,5,5,5,6,2
2,2,3,4,4,4,4,5,2
3,4,5,6,6,7,9,10,2
3,4,5,6,6,7,9,10,2
3,4,5,6,6,7,9,10,2
3,4,5,6,6,7,7,8,2
3,3,4,5,5,6,6,7,2
2,3,4,4,4,4,6,7,2
3,3,4,5,5,6,6,7,2
3,4,5,6,6,7,7,10,2
3,4,5,6,6,7,9,10,2
3,4,5,6,6,7,9,10,2
3,4,5,6,6,7,7,8,2
3,3,4,5,5,6,6,7,2
3,4,5,6,6,7,9,10,2
3,4,5,6,6,7,9,10,2
3,4,5,6,6,7,9,10,2
3,4,5,6,6,7,9,10,2
