1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,1,1
1,1,1,2,2,2,2,2,3,2,1
1,1,1,2,2,2,2,2,3,2,1
1,1,1,2,2,2,1,2,3,2,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,1,1
1,1,1,1,1,1,1,1,2,1,1
1,1,1,2,2,2,2,2,3,2,1
1,1,1,2,2,2,2,2,3,2,1
1,1,1,2,2,2,2,2,3,2,1
1,1,1,2,2,2,2,2,3,2,1
1,2,1,2,2,2,2,3,4,3,1
1,2,1,2,2,2,2,3,4,3,1
1,1,1,2,2,2,2,2,3,2,1
1,1,1,2,2,2,2,2,3,2,1
1,1,1,1,1,1,1,1,2,1,1
1,1,1,2,2,2,2,2,3,2,1
1,1,1,2,2,2,2,2,3,2,1
1,1,1,2,2,2,2,2,3,2,1
1,2,1,2,2,2,2,3,4,3,1
1,1,1,2,2,2,2,2,3,2,1
1,1,1,2,2,2,2,2,3,2,1
1,2,2,3,3,3,3,4,5,4,1
1,2,2,3,4,3,3,4,5,4,1
1,2,2,3,4,3,3,4,5,4,1
1,2,1,2,2,2,2,3,4,3,1
1,1,1,2,2,2,2,3,4,3,1
1,1,1,2,2,2,2,2,3,2,1
1,2,1,2,2,2,2,3,4,3,1
1,2,1,2,2,2,2,3,4,3,1
1,2,1,2,2,2,2,3,4,3,1
1,2,2,3,4,3,3,4,5,4,1
1,2,2,3,4,3,3,4,5,4,1
1,2,2,3,4,3,3,4,5,4,1
1,2,2,3,4,3,3,4,5,4,1
2,2,2,3,4,4,4,5,6,5,1
2,2,2,3,4,4,4,5,6,5,1
1,2,2,3,4,3,3,4,5,4,1
1,2,1,2,2,2,2,3,4,3,1
1,1,1,2,2,2,2,2,3,2,1
1,2,1,2,2,2,2,3,4,3,1
1,2,1,2,2,2,2,3,4,3,1
1,1,1,2,2,2,2,3,4,3,1
1,2,2,3,4,3,3,4,5,4,1
1,2,2,3,4,3,3,4,5,4,1
1,2,2,3,4,3,3,4,5,4,1
2,2,2,3,4,4,4,5,6,5,1
2,3,3,4,5,5,5,6,7,6,2
2,3,3,4,5,5,5,6,7,6,1
2,2,2,3,4,4,4,5,6,5,1
1,2,2,3,4,3,3,4,5,4,1
1,2,1,2,2,2,2,3,4,3,1
1,2,2,3,4,3,3,4,5,4,1
1,2,2,3,4,3,3,4,5,4,1
1,2,2,3,4,3,3,4,5,4,1
2,2,2,3,4,4,4,5,6,5,1
2,2,2,3,4,4,4,5,6,5,1
2,2,2,3,4,4,4,5,6,5,1
2,3,3,4,5,5,5,6,7,6,2
2,3,4,4,5,6,6,7,8,7,2
2,3,3,4,5,6,6,7,8,7,2
2,3,3,4,5,5,5,6,7,6,2
2,2,2,3,4,4,4,5,6,5,1
1,2,2,3,4,3,3,4,5,4,1
2,2,3,3,4,4,4,5,6,5,1
2,2,3,3,4,4,4,5,6,5,1
2,2,3,3,4,4,4,5,6,5,1
2,3,3,4,5,5,5,6,7,6,2
2,3,3,4,5,5,5,6,7,6,2
2,3,3,4,5,5,5,6,7,6,2
2,3,4,4,6,6,6,7,8,7,2
3,4,4,5,7,7,7,8,9,8,2
3,4,4,5,7,7,7,8,9,8,2
2,3,3,4,5,6,6,7,8,7,2
2,3,3,4,5,5,5,6,7,6,2
2,2,2,3,4,4,4,5,6,5,1
2,3,3,4,5,5,5,6,7,6,2
2,3,3,4,5,5,5,6,7,6,2
2,3,3,4,5,5,5,6,7,6,2
2,3,3,4,5,6,6,7,8,7,2
2,3,3,4,5,6,6,7,8,7,2
2,3,3,4,5,6,6,7,8,7,2
3,4,4,5,7,7,7,8,9,8,2
3,4,5,6,8,8,8,9,10,9,2
3,4,5,6,8,8,8,9,10,9,2
3,4,4,5,7,7,7,8,9,8,2
2,3,3,4,5,6,6,7,8,7,2
2,3,3,4,5,5,5,6,7,6,2
2,3,3,4,5,6,6,7,8,7,2
2,3,3,4,5,6,6,7,8,7,2
2,3,3,4,5,5,5,6,7,6,2
2,3,4,4,5,6,6,7,8,7,2
2,3,3,4,5,6,6,7,8,7,2
2,3,4,4,5,6,6,7,8,7,2
3,4,4,5,7,7,7,8,9,8,2
3,4,5,6,8,8,8,9,10,9,2
3,4,5,6,8,8,8,9,11,10,2
3,4,4,5,7,7,7,8,9,8,2
2,3,4,4,5,6,6,7,8,7,2
2,3,3,4,5,5,5,6,7,6,2
2,3,3,4,5,6,6,7,8,7,2
2,3,4,4,5,6,6,7,8,7,2
2,3,3,4,5,6,6,7,8,7,2
3,4,4,5,7,7,7,8,9,8,2
3,4,4,5,7,7,7,8,9,8,2
3,4,4,5,7,7,7,8,9,8,2
3,4,5,6,8,8,8,9,10,9,2
3,4,5,6,8,9,9,10,12,11,2
3,4,5,6,8,9,9,10,12,11,2
3,4,5,6,8,8,8,9,10,9,2
3,4,4,5,7,7,7,8,9,8,2
2,3,4,4,5,6,6,7,8,7,2
3,4,4,5,7,7,7,8,9,8,2
3,4,4,5,7,7,7,8,9,8,2
3,4,4,5,7,7,7,8,9,8,2
3,4,4,5,7,7,7,8,9,8,2
3,4,5,6,8,8,8,9,10,9,2
3,4,5,6,8,8,8,9,10,9,2
3,4,5,6,8,9,9,10,12,11,2
3,4,5,6,8,9,9,10,12,12,2
3,4,5,6,8,9,9,10,12,12,2
3,4,5,6,8,8,8,9,10,10,2
3,4,5,6,8,8,8,9,10,9,2
3,4,4,5,7,7,7,8,9,8,2
3,4,4,5,7,7,7,8,9,8,2
