1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
1,3,1,4,2,4,4,4,4,6,5,6,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,3,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,2,2,2,2,4,2,4,2
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,4,4,4,4,5,4,5,2
1,1,1,1,1,1,1,5,5,7,6,7,1
1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,4,4,4,4,5,4,5,2
1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,4,4,4,4,4,7,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,4,3,3,4,5,5,6,6,8,8,8,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,4,2,4,4,4,4,5,4,5,2
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,3,3,3,3,6,3,3,3,3,3,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,3,3,3,3,6,3,3,3,3,3,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,2,2,2,2,2,2,2,4,2,4,2
1,5,4,5,5,6,7,7,5,9,6,9,1
1,1,1,1,1,1,1,1,5,1,1,1,1
1,5,4,5,5,6,7,7,7,9,9,9,1
1,5,4,5,5,6,7,7,8,9,10,10,1
1,5,4,5,5,6,7,7,8,9,10,10,1
1,1,1,6,6,7,8,8,9,10,11,11,1
3,6,5,6,6,7,8,8,9,10,11,12,2
1,5,4,5,5,6,7,7,7,9,9,9,1
1,5,4,5,5,6,7,7,7,9,9,9,1
1,5,4,5,5,6,7,7,7,9,9,9,1
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,3,3,3,3,3,3,3,3,3,3,2
1,1,1,1,1,7,1,1,1,6,12,6,1
1,1,1,1,1,7,8,9,1,6,12,6,1
1,1,1,6,6,7,8,8,10,11,12,13,1
1,1,1,6,6,7,8,8,9,10,11,11,1
1,5,4,5,5,6,7,7,7,9,9,9,1
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,2,2,2,2,4,4,5,2
2,2,2,2,2,2,2,2,2,4,4,5,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,3,2,3,2,2,2,2,2,2,14,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,2,3,3,3,10,2,2,13,14,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,4,2,4,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,2,2,3,2,2,2,2,2,2,14,2
2,2,3,3,3,3,3,3,3,3,3,3,2
2,2,3,3,3,3,3,3,3,3,3,3,2
1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,4,4,4,4,5,4,5,2
2,2,2,2,2,4,4,4,4,5,4,5,2
1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,3,3,3,3,3,3,3,12,14,15,2
2,2,2,6,6,7,8,9,11,6,5,13,2
1,1,1,6,6,7,8,8,9,10,11,11,1
1,1,1,6,6,7,8,8,9,10,11,11,1
1,1,6,6,6,7,8,8,9,10,11,12,1
3,6,5,7,7,8,9,11,12,13,15,16,2
1,1,1,6,6,7,8,8,9,10,11,12,1
1,1,6,6,6,7,8,8,13,10,11,11,1
3,6,5,7,4,9,10,12,14,14,16,17,2
3,6,5,7,4,9,10,12,14,14,16,17,2
1,1,1,6,6,7,8,8,9,10,11,12,1
1,1,1,6,6,7,8,8,10,11,12,13,1
1,1,1,6,6,7,8,8,9,10,11,12,1
2,3,2,2,2,10,11,4,11,6,5,6,2
2,3,2,2,2,10,11,4,11,6,5,6,2
2,2,2,2,2,4,4,4,11,6,5,6,2
2,2,2,2,2,4,4,4,11,6,5,6,2
3,6,5,7,4,8,5,6,6,8,8,8,2
3,6,5,6,6,7,8,8,9,6,17,13,2
3,6,6,6,6,7,8,8,9,10,11,12,2
1,1,1,6,6,7,8,8,9,10,11,12,1
3,6,5,7,4,11,5,6,6,8,8,8,2
3,6,3,3,4,5,5,6,6,8,8,8,2
2,2,2,2,8,4,12,13,4,15,18,18,2
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,7,1,1,1
1,1,1,1,1,1,1,1,5,7,1,1,1
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,16,15,19,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
1,1,6,6,6,7,8,8,9,10,11,12,1
3,6,5,7,7,8,9,11,12,13,15,16,2
3,6,5,7,7,8,9,11,12,13,15,16,2
