9.749409729,-4.148833591,1
8.94481338,-4.492512864,1
9.040170634,-4.23697465,1
8.90987416,-4.490793674,1
9.435561245,-3.59129945,1
9.605134361,-4.474045696,1
9.358695822,-4.589519523,1
8.85755843,-4.527219043,1
9.291959456,-4.243827221,1
9.82929971,-3.762661574,1
9.33723861,-4.645950373,1
9.150190468,-4.639794864,1
8.865675101,-4.440648142,1
8.806947472,-3.835893537,1
8.806294629,-4.234047334,1
9.467981896,-4.493757569,1
9.0526028,-4.445039048,1
9.572279647,-4.589591914,1
9.173623565,-4.345079372,1
9.346922777,-4.589960649,1
8.825451677,-4.328769895,1
8.729746232,-4.158224961,1
9.53661709,-4.457440654,1
8.629156306,-4.642445547,1
9.091982843,-4.850889419,1
8.635189607,-4.148140223,1
8.525509371,-5.019278666,1
8.547852201,-4.645578838,1
9.389303098,-4.494997927,1
9.431729976,-4.872831849,1
8.596658308,-4.582817161,1
8.773700516,-4.499653754,1
8.819596111,-4.426201667,1
9.228216963,-4.658147021,1
8.952936125,-5.185881336,1
8.441141277,-4.862042489,1
8.460037153,-4.471319541,1
8.981868149,-4.336484325,1
9.221459079,-5.134685403,1
8.46947174,-5.172964288,1
8.468335712,-4.633606994,1
9.18842183,-5.163491478,1
8.373407004,-5.163985471,1
8.287164644,-5.248030998,1
8.97948269,-5.067160176,1
8.76532102,-5.031643912,1
9.165881964,-5.000485337,1
8.52304472,-5.50796825,1
8.396490111,-4.596180129,1
8.987918905,-5.126787887,1
8.098407907,-4.990553482,1
8.413873709,-4.846111549,1
8.27814317,-5.273886516,1
8.708451094,-5.443817423,1
8.242675207,-5.598230272,1
8.762899673,-4.810278826,1
8.75272479,-5.317315398,1
8.099174856,-5.537018134,1
8.097511855,-4.922389008,1
8.96794666,-5.451357554,1
8.903517662,-5.414086306,1
8.091094984,-4.891574019,1
8.377273853,-5.07586017,1
8.224127364,-5.062956712,1
8.698846879,-5.293399107,1
7.886518832,-5.706358556,1
8.661784707,-5.78683665,1
8.397773632,-5.383457571,1
8.807319615,-5.357353309,1
8.770624216,-5.223117155,1
8.186027208,-5.783636799,1
8.038374095,-5.047831351,1
8.138382548,-5.145757706,1
7.955088304,-5.335908658,1
8.080979242,-5.89059589,1
8.402841213,-5.672740303,1
8.180453487,-5.73677601,1
7.713564605,-5.406086505,1
7.812886039,-5.233077236,1
8.066654599,-5.930415894,1
7.654819695,-6.15153555,1
7.919067181,-5.562523235,1
8.293486014,-5.295191947,1
8.462799354,-6.050006899,1
8.296505187,-6.078137032,1
7.987394216,-6.178451184,1
7.785900382,-5.623155438,1
7.985422683,-5.662942822,1
8.313154858,-5.568002358,1
7.718249421,-6.09372169,1
7.945581147,-6.371984863,1
8.156282085,-5.981950794,1
8.261241816,-5.615664383,1
7.977912829,-5.492393451,1
7.911002113,-6.254801841,1
8.166023294,-6.499002277,1
7.276287594,-5.801213725,1
8.050364376,-5.925759779,1
7.631554211,-6.129618001,1
7.775118919,-6.498969534,1
7.815169223,-6.305922988,1
7.395917527,-5.650305449,1
7.829403959,-5.684800023,1
8.061894439,-6.225611826,1
7.771807312,-6.475402747,1
7.376876906,-6.204228739,1
7.169748627,-5.978159263,1
7.677118866,-6.617623067,1
7.97014001,-6.300412381,1
7.985060458,-5.792598498,1
6.962481696,-5.945951022,1
7.451914646,-6.452458691,1
