1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,3,1,1
2,2,2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,3,3,4,3,2
2,2,2,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,3,1,1
1,1,1,4,4,4,4,4,5,4,1
3,4,4,5,5,5,5,5,6,5,2
3,4,4,5,5,5,5,5,6,6,2
2,2,2,2,2,2,2,6,2,7,2
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,3,1,1
3,3,3,3,6,3,6,7,7,8,2
3,4,4,5,5,5,7,8,8,9,2
2,2,2,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2
1,1,1,1,1,6,4,9,9,10,1
3,4,4,5,5,5,5,5,6,6,2
3,3,3,3,3,3,3,10,10,11,2
2,3,3,3,3,7,3,3,4,3,2
3,3,3,3,6,3,6,10,7,11,2
2,2,2,2,7,8,8,11,11,12,2
1,1,1,1,1,1,1,9,1,10,1
3,3,3,3,6,3,6,7,7,11,2
1,1,1,1,1,1,1,9,1,10,1
3,4,4,5,5,5,7,8,8,5,2
1,1,1,4,4,4,4,4,5,4,1
2,2,2,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,9,1,10,1
1,1,1,1,1,6,4,9,9,10,1
2,2,2,2,2,2,2,12,12,13,2
3,3,3,3,6,3,6,7,13,8,2
1,1,1,1,1,6,4,9,9,10,1
1,1,1,1,1,6,4,9,9,10,1
2,2,2,2,7,8,8,6,11,14,2
2,2,2,2,2,2,2,2,2,2,2
1,1,1,1,1,6,4,9,9,10,1
3,4,4,5,5,5,5,5,6,9,2
1,1,1,1,1,6,4,9,9,10,1
2,2,2,2,2,2,2,2,2,7,2
2,2,2,2,2,2,2,6,2,7,2
2,2,2,2,7,8,8,11,11,12,2
1,1,1,1,1,6,4,9,9,10,1
1,1,1,1,1,1,1,1,3,1,1
2,2,2,2,2,2,2,12,12,13,2
3,3,3,3,6,3,6,7,13,8,2
3,3,3,3,6,3,6,10,7,11,2
2,3,3,3,6,3,6,7,13,8,2
3,4,4,5,5,5,7,8,8,5,2
1,1,1,1,1,1,1,1,1,1,1
3,3,3,3,6,3,6,10,7,11,2
2,3,3,3,2,2,2,7,12,13,2
1,1,1,1,1,6,4,9,9,10,1
3,4,4,5,5,5,5,5,6,6,2
1,1,1,1,1,1,1,1,3,1,1
2,2,2,2,2,2,2,12,12,13,2
1,1,1,1,1,1,1,1,3,1,1
1,1,1,1,1,6,4,9,9,10,1
3,3,3,3,6,3,6,10,7,11,2
3,4,4,5,5,5,5,5,6,6,2
1,1,1,1,1,1,1,1,1,1,1
3,4,4,5,5,9,9,13,14,9,2
3,3,3,3,6,3,6,7,13,8,2
3,4,4,5,5,5,5,5,6,6,2
3,3,3,3,3,3,3,3,4,3,2
3,3,3,3,6,3,3,3,4,3,2
3,4,4,6,5,9,9,13,14,9,2
3,4,4,5,5,9,7,8,8,9,2
1,1,1,1,1,6,4,9,9,10,1
2,3,3,3,6,3,6,7,13,8,2
3,4,4,5,5,5,7,8,8,5,2
2,2,2,2,7,8,8,11,11,12,2
3,4,5,7,5,5,5,5,6,6,2
2,2,2,2,7,8,8,11,11,12,2
1,1,1,4,4,4,4,4,5,4,1
1,1,1,1,1,1,1,1,3,1,1
3,4,4,5,5,5,5,5,6,6,2
1,1,1,1,1,1,1,1,3,1,1
1,1,1,1,1,6,4,9,9,10,1
3,4,4,5,5,5,5,5,6,6,2
1,1,1,4,4,4,4,4,5,4,1
1,1,1,1,1,6,4,9,9,10,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,4,4,4,4,4,9,10,1
1,1,1,4,4,4,4,4,5,4,1
3,4,4,5,5,5,5,5,6,6,2
1,1,1,4,4,4,4,4,5,4,1
2,2,2,2,7,10,10,12,11,15,2
3,3,3,3,6,3,6,10,7,11,2
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,3,1,1
1,1,1,1,1,1,1,1,3,1,1
1,1,1,1,1,1,1,1,3,1,1
1,1,1,1,1,1,1,9,1,10,1
3,3,3,3,8,3,6,10,7,11,2
3,4,4,5,5,5,5,5,6,6,2
2,2,2,2,2,2,2,2,2,2,2
3,4,4,5,5,5,7,8,8,5,2
3,3,3,3,3,3,3,3,4,3,2
3,3,3,3,3,9,3,3,4,3,2
3,3,3,3,6,3,6,7,13,8,2
3,4,4,5,5,5,7,8,8,9,2
3,3,3,3,6,3,6,7,7,8,2
2,2,2,2,2,2,2,12,12,7,2
3,4,4,5,5,5,7,8,8,5,2
3,3,3,3,6,3,6,7,13,8,2
2,2,2,2,7,8,8,11,11,12,2
3,3,3,3,6,3,6,10,13,11,2
2,2,2,2,2,2,2,2,2,2,2
3,4,4,5,5,5,5,5,6,9,2
3,3,3,3,6,3,6,10,7,11,2
2,2,2,2,2,2,2,12,12,13,2
3,3,3,3,3,3,3,3,10,16,2
2,3,3,3,6,3,6,7,13,8,2
2,2,2,2,7,8,8,11,11,12,2
3,3,3,3,6,3,6,7,13,8,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,12,12,13,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,12,12,13,2
3,3,3,3,6,3,6,7,13,8,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,7,8,8,11,11,12,2
3,3,3,3,6,3,6,10,13,17,2
3,4,5,7,8,11,6,10,7,11,2
3,4,4,5,5,5,5,5,6,6,2
2,2,2,2,2,2,2,12,2,13,2
2,2,2,2,2,2,2,12,2,13,2
1,1,1,1,1,1,1,1,1,1,1
3,3,3,3,6,3,6,7,13,8,2
3,4,4,5,5,5,5,5,6,6,2
3,4,4,5,5,5,5,5,6,6,2
3,4,4,5,5,5,5,5,6,6,2
2,2,2,2,2,2,2,2,15,2,2
3,4,4,5,5,5,5,5,6,6,2
3,4,5,7,8,11,6,10,7,11,2
3,3,3,3,8,11,6,10,7,11,2
3,3,3,3,6,3,6,7,7,8,2
2,2,2,2,7,8,8,6,2,7,2
3,4,4,7,5,5,5,5,16,6,2
2,2,2,2,2,2,2,12,12,13,2
2,2,2,2,2,2,2,2,2,7,2
3,4,4,5,5,5,5,5,6,6,2
3,3,3,3,6,3,6,7,7,8,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,12,2,2,2
2,2,2,2,2,2,2,12,12,13,2
3,3,3,3,6,3,6,7,13,8,2
3,3,3,3,6,3,6,10,7,11,2
3,4,4,5,5,5,5,5,6,6,2
