1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,3,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,3,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,3,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,3,1
1,1,1,1,1,1,1,3,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,3,1
1,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
2,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,4,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,3,1
1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
1,1,1,1,1,1,3,5,1
1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,1
3,2,2,2,2,2,2,2,2
3,3,3,3,2,3,4,6,2
1,1,2,2,2,2,2,2,1
4,4,4,4,3,4,5,7,2
3,3,3,3,4,3,4,6,2
1,1,2,2,2,2,2,2,1
3,3,3,3,2,3,4,6,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
3,5,5,5,5,5,6,8,2
3,5,5,6,6,6,7,9,2
3,5,5,5,6,6,7,9,2
3,5,5,5,5,5,8,8,2
3,5,5,5,6,6,7,9,2
5,5,5,6,7,7,9,10,2
3,5,5,5,5,5,6,8,2
5,5,6,6,7,7,9,10,1
5,5,6,6,7,7,9,10,1
5,5,6,6,7,7,9,10,2
5,5,5,6,7,7,10,10,2
5,5,5,6,7,7,10,10,2
5,6,1,6,7,7,9,10,1
3,5,5,5,5,5,6,8,2
3,5,5,5,5,5,6,11,2
3,5,5,5,5,5,6,8,2
3,5,5,5,5,5,6,8,2
3,5,5,5,5,5,6,8,2
3,5,5,5,6,6,10,12,2
3,5,5,5,5,5,8,8,2
3,5,5,5,5,5,6,8,2
3,5,5,5,5,5,6,8,2
3,5,5,5,5,6,8,12,2
3,5,5,5,5,5,8,8,2
3,5,5,5,5,5,10,8,2
3,3,3,3,4,8,11,13,2
3,3,3,3,4,8,11,13,2
3,3,3,3,4,8,11,13,2
3,5,5,5,5,5,6,8,2
3,5,5,5,5,5,6,8,2
3,5,5,5,5,5,8,8,2
3,3,3,3,4,8,11,13,2
3,3,3,3,4,8,11,13,2
3,3,3,3,4,8,11,13,2
3,5,5,5,5,5,8,8,2
3,3,3,3,4,8,11,13,2
3,3,3,3,4,8,11,13,2
3,3,3,3,4,8,11,13,2
3,5,5,5,5,5,6,8,2
3,3,3,3,4,8,11,13,2
5,5,6,6,7,7,9,10,1
3,5,5,5,5,5,6,8,2
3,5,5,5,5,9,7,9,2
3,5,5,5,5,5,12,12,2
3,5,5,5,5,9,13,12,2
3,5,5,5,5,5,6,12,2
3,3,3,3,4,8,11,13,2
3,5,5,5,5,5,8,8,2
3,5,5,5,5,5,6,8,2
3,5,5,5,5,5,8,12,2
3,5,3,5,5,5,6,8,2
3,5,5,5,6,9,7,9,2
3,5,5,5,5,5,8,8,2
3,3,3,3,4,8,11,13,2
3,3,3,3,4,8,11,13,2
3,5,5,5,5,5,6,8,2
3,3,3,3,4,8,11,13,2
3,5,5,5,6,6,10,12,2
