1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,1,1,1,1,2,2,1,1,1,1
2,2,3,2,2,2,2,3,3,2,2,2,2
1,1,1,1,3,3,3,4,4,3,3,3,1
2,2,3,2,2,2,2,5,5,4,4,4,2
1,1,1,3,4,4,4,6,6,5,5,5,1
2,2,3,2,2,2,2,3,3,2,2,2,2
1,1,1,3,4,4,4,6,6,5,5,5,1
2,2,3,4,2,5,5,5,5,4,6,6,2
1,1,1,1,3,3,3,4,4,3,7,7,1
1,3,4,5,5,6,6,2,2,6,1,1,1
3,4,5,6,6,7,7,7,7,7,8,8,1
1,1,1,1,3,3,3,4,4,3,7,7,1
3,4,6,4,7,5,8,8,8,8,9,9,2
1,1,1,3,4,4,9,9,9,9,10,10,1
3,4,5,6,6,8,8,10,10,10,11,9,2
1,1,1,1,3,3,3,4,4,3,7,7,1
3,4,6,4,7,5,8,8,8,8,9,9,2
3,4,5,6,6,7,7,7,7,7,8,8,1
1,1,1,3,4,4,4,6,6,5,12,11,1
2,2,6,4,7,5,5,11,11,11,6,12,2
2,2,3,5,5,6,10,12,12,2,13,2,2
3,4,5,4,7,9,8,10,10,12,11,9,2
1,1,1,3,4,4,4,6,6,5,5,5,1
3,4,5,6,6,7,11,7,13,10,14,8,2
2,2,6,4,7,5,8,8,5,8,9,6,2
1,1,1,1,4,10,9,13,1,9,15,10,1
2,2,3,2,2,2,2,3,3,2,2,2,2
1,1,1,1,3,3,3,4,4,3,16,13,1
1,1,1,1,8,1,9,13,9,9,15,14,1
1,1,1,3,4,4,4,6,6,5,5,5,1
2,2,7,4,2,9,5,11,11,11,4,12,2
3,4,6,6,7,11,8,8,10,10,14,15,2
1,1,1,3,3,12,4,14,9,13,16,3,1
3,4,5,6,6,7,7,7,10,10,14,8,1
3,4,5,6,6,8,7,10,14,14,8,16,1
1,1,1,1,3,13,3,4,9,3,7,17,1
2,2,3,2,2,2,2,5,12,4,17,2,2
2,2,6,4,7,5,8,8,5,8,9,6,2
1,5,2,7,1,14,6,15,2,15,18,1,1
1,1,1,1,3,3,3,4,4,3,16,13,1
1,1,1,3,4,4,4,6,6,5,5,5,1
1,5,8,8,9,15,12,16,15,16,19,18,1
