1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2,2,1,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1
2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1
2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1
2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1
2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,2,2,1
2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,2,2,1
2,2,2,2,3,2,3,3,2,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,2,2,1
1,1,3,3,4,1,1,1,3,3,3,1,3,3,3,4,3,3,4,3,3,3,4,3,3,3,1
1,1,3,3,4,1,1,1,3,3,4,1,3,3,3,4,3,3,4,4,3,3,4,3,3,4,1
1,1,3,1,1,1,1,1,3,3,4,1,3,3,3,4,3,3,4,4,3,3,4,4,4,4,1
1,1,3,1,1,1,1,1,3,3,4,1,3,3,3,4,3,3,4,4,3,3,4,4,4,4,1
1,1,3,1,1,1,1,1,3,3,4,1,3,3,3,4,3,3,4,4,3,3,4,4,4,4,1
1,1,3,1,1,1,1,1,3,3,4,1,3,3,3,4,3,3,4,4,3,3,4,4,4,4,1
1,1,3,1,1,1,1,1,3,3,4,1,3,3,3,4,3,3,4,4,3,3,4,4,4,4,1
1,1,3,1,1,1,1,1,3,3,4,1,3,3,1,5,3,4,5,5,4,4,5,4,4,4,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,4,1,1,1,5,1,1,1,1,5,1
2,2,1,1,2,2,2,2,1,2,2,2,1,4,2,2,4,5,6,6,5,5,6,5,5,5,1
2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,6,7,6,5,2,6,6,6,1
1,1,3,3,4,3,4,4,4,4,3,4,4,5,4,6,5,6,7,8,7,6,7,7,7,7,1
1,1,3,3,4,3,4,1,4,3,3,4,4,5,4,6,5,6,7,8,7,7,7,7,7,7,1
1,1,3,3,4,1,1,1,3,3,3,4,4,3,3,4,5,3,4,3,3,7,4,7,3,3,1
1,1,3,3,4,1,1,1,3,3,3,4,3,3,3,4,5,3,4,3,3,7,4,7,3,3,1
1,1,3,3,4,1,1,1,3,3,3,4,3,3,3,4,5,3,4,3,3,7,4,3,3,3,1
1,1,3,3,4,1,1,1,3,3,3,4,3,3,3,4,5,3,4,3,3,7,4,3,3,3,1
1,1,3,3,4,1,1,1,3,3,4,1,3,3,3,4,3,3,4,4,3,3,4,3,3,4,1
1,1,3,3,4,1,1,1,3,3,4,1,3,3,3,4,3,3,4,4,3,3,4,3,4,4,1
1,1,3,1,1,1,1,1,3,3,4,1,3,3,3,4,3,3,4,4,3,3,4,4,4,4,1
