1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,3,3,1
3,3,3,3,3,3,4,4,2
3,3,3,3,4,4,5,5,2
1,1,1,1,1,1,1,1,1
1,4,4,4,5,5,6,6,1
3,3,3,3,4,4,5,5,2
3,3,3,5,6,6,7,7,2
1,1,1,4,5,5,6,6,1
1,1,1,4,5,5,6,6,1
2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,4,4,2
1,1,1,1,1,1,1,1,1
3,3,3,5,6,6,7,7,2
3,3,3,3,3,3,4,4,2
3,3,3,3,3,3,4,4,2
1,4,4,4,5,5,6,6,2
1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2
3,3,3,3,4,4,5,5,2
3,3,3,3,3,3,4,4,2
2,2,5,6,7,7,8,8,2
3,3,3,3,3,3,9,9,2
2,2,2,2,2,2,2,2,2
3,3,3,5,6,6,7,7,2
1,1,1,1,1,1,3,3,1
3,3,3,3,4,4,5,5,2
3,3,3,3,3,3,4,4,2
3,3,3,3,3,3,5,9,2
3,3,3,3,3,3,4,4,2
3,3,3,5,6,6,7,7,2
3,3,3,3,3,3,10,4,2
3,3,3,3,3,3,4,4,2
2,2,5,6,7,7,8,8,2
2,2,2,2,2,2,2,2,2
3,3,3,5,6,6,7,7,2
1,1,1,1,5,1,1,10,1
3,3,3,3,3,3,5,9,2
1,1,1,4,5,5,6,6,1
1,1,1,1,1,1,1,1,1
3,3,3,3,4,4,5,5,2
1,1,1,1,1,1,1,1,1
2,2,5,6,7,8,8,11,2
3,3,3,3,3,3,4,4,2
3,5,3,5,6,6,7,12,2
1,1,1,1,1,1,3,3,1
3,3,3,5,6,6,7,7,2
2,2,5,6,7,7,8,8,2
3,3,3,5,6,6,7,7,2
3,3,4,4,8,5,6,13,2
3,3,3,5,6,6,7,7,2
1,1,1,4,5,9,11,14,1
3,3,3,3,3,3,4,4,2
3,3,3,3,3,3,4,4,2
2,2,5,6,7,7,8,8,2
1,1,1,1,1,1,1,1,1
3,3,3,5,6,6,7,7,2
3,3,3,3,4,4,5,5,2
3,3,3,3,3,3,4,4,2
2,2,5,6,7,7,8,8,2
1,1,1,1,1,1,1,1,1
3,3,3,3,3,4,5,5,2
3,3,3,3,4,4,5,5,2
2,2,2,2,2,2,2,2,2
3,3,3,3,4,4,5,5,2
3,5,3,5,6,6,7,12,2
3,3,3,5,6,6,7,7,2
3,3,3,3,3,3,4,4,2
1,1,1,4,5,5,6,6,1
3,3,3,3,3,3,4,4,2
1,1,1,1,5,1,1,1,1
3,3,3,3,4,4,5,5,2
3,3,3,5,6,6,7,7,2
3,3,3,3,4,4,5,5,2
3,3,3,3,3,3,4,4,2
3,3,3,3,3,3,10,4,2
3,3,3,3,3,3,4,4,2
1,1,1,4,5,5,6,6,1
3,5,3,5,6,6,7,12,2
2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,4,4,2
3,3,4,4,8,5,6,15,2
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,10,1
2,2,5,6,7,7,8,8,2
3,3,3,3,3,3,4,4,2
3,5,3,5,6,6,7,12,2
3,5,6,5,6,6,7,12,2
1,1,1,1,1,1,1,1,1
3,3,3,3,4,4,5,5,2
3,3,3,3,3,3,4,4,2
1,1,1,4,5,9,11,14,1
3,4,4,4,5,5,6,6,1
1,1,1,1,1,1,1,1,1
2,2,5,6,7,7,8,8,2
3,3,4,4,5,5,6,6,2
3,3,3,3,4,4,5,5,2
3,3,3,3,3,4,5,5,2
